Date,State,Confirmed,Deceased,Recovered
2020-04-18,Karnataka,25,1,16
2020-04-18,Kerala,4,0,2
2020-04-18,Ladakh,0,0,0
2020-04-18,Lakshadweep,0,0,0
2020-04-18,Madhya Pradesh,92,0,57
2020-04-18,Maharashtra,327,10,34
2020-04-18,Manipur,0,0,0
2020-04-18,Meghalaya,2,0,0
2020-04-18,Mizoram,0,0,0
2020-04-18,Nagaland,0,0,0
2020-04-18,Odisha,1,0,3
2020-04-18,Puducherry,0,0,3
2020-04-18,Punjab,23,2,1
2020-04-18,Rajasthan,122,4,17
2020-04-18,Sikkim,0,0,0
2020-04-18,State Unassigned,0,0,0
2020-04-18,Tamil Nadu,49,0,82
2020-04-18,Telangana,43,0,0
2020-04-18,Total,1371,35,426
2020-04-18,Tripura,0,0,0
2020-04-18,Uttar Pradesh,126,0,26
2020-04-18,Uttarakhand,2,0,0
2020-04-18,West Bengal,32,2,4
2020-04-19,Andaman and Nicobar Islands,1,0,0
2020-04-19,Andhra Pradesh,44,1,23
2020-04-19,Arunachal Pradesh,0,0,0
2020-04-19,Assam,0,0,5
2020-04-19,Bihar,10,0,0
2020-04-19,Chandigarh,3,0,4
2020-04-19,Chhattisgarh,0,0,0
2020-04-19,DD,0,0,0
2020-04-19,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-04-19,Delhi,110,2,83
2020-04-19,Goa,0,0,1
2020-04-19,Gujarat,367,10,12
2020-04-19,Haryana,18,0,4
2020-04-19,Himachal Pradesh,0,0,0
2020-04-19,Jammu and Kashmir,13,0,5
2020-04-19,Jharkhand,8,0,0
2020-04-19,Karnataka,6,2,7
2020-04-19,Kerala,2,0,13
2020-04-19,Ladakh,0,0,0
2020-04-19,Lakshadweep,0,0,0
2020-04-19,Madhya Pradesh,5,3,4
2020-04-19,Maharashtra,552,12,142
2020-04-19,Manipur,0,0,0
2020-04-19,Meghalaya,0,0,0
2020-04-19,Mizoram,0,0,0
2020-04-19,Nagaland,0,0,0
2020-04-19,Odisha,0,0,0
2020-04-19,Puducherry,0,0,0
2020-04-19,Punjab,10,0,6
2020-04-19,Rajasthan,127,2,5
2020-04-19,Sikkim,0,0,0
2020-04-19,State Unassigned,0,0,0
2020-04-19,Tamil Nadu,105,0,46
2020-04-19,Telangana,49,3,0
2020-04-19,Total,1580,38,388
2020-04-19,Tripura,0,0,0
2020-04-19,Uttar Pradesh,125,3,19
2020-04-19,Uttarakhand,2,0,2
2020-04-19,West Bengal,23,0,7
2020-04-20,Andaman and Nicobar Islands,1,0,0
2020-04-20,Andhra Pradesh,75,3,27
2020-04-20,Arunachal Pradesh,0,0,0
2020-04-20,Assam,0,0,2
2020-04-20,Bihar,17,0,0
2020-04-20,Chandigarh,0,0,1
2020-04-20,Chhattisgarh,0,0,0
2020-04-20,DD,0,0,0
2020-04-20,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-04-20,Delhi,78,2,141
2020-04-20,Goa,0,0,0
2020-04-20,Gujarat,196,8,26
2020-04-20,Haryana,1,0,37
2020-04-20,Himachal Pradesh,0,0,0
2020-04-20,Jammu and Kashmir,14,0,15
2020-04-20,Jharkhand,5,0,4
2020-04-20,Karnataka,18,0,1
2020-04-20,Kerala,6,0,21
2020-04-20,Ladakh,0,0,0
2020-04-20,Lakshadweep,0,0,0
2020-04-20,Madhya Pradesh,78,4,7
2020-04-20,Maharashtra,466,9,65
2020-04-20,Manipur,0,0,1
2020-04-20,Meghalaya,0,0,0
2020-04-20,Mizoram,0,0,0
2020-04-20,Nagaland,0,0,0
2020-04-20,Odisha,13,0,0
2020-04-20,Puducherry,0,0,0
2020-04-20,Punjab,1,0,1
2020-04-20,Rajasthan,98,2,0
2020-04-20,Sikkim,0,0,0
2020-04-20,State Unassigned,0,0,0
2020-04-20,Tamil Nadu,43,2,46
2020-04-20,Telangana,14,2,0
2020-04-20,Total,1239,33,419
2020-04-20,Tripura,0,0,0
2020-04-20,Uttar Pradesh,84,1,13
2020-04-20,Uttarakhand,2,0,7
2020-04-20,West Bengal,29,0,4
2020-04-21,Andaman and Nicobar Islands,1,0,0
2020-04-21,Andhra Pradesh,35,2,4
2020-04-21,Arunachal Pradesh,0,0,0
2020-04-21,Assam,0,0,0
2020-04-21,Bihar,13,0,0
2020-04-21,Chandigarh,1,0,0
2020-04-21,Chhattisgarh,0,0,0
2020-04-21,DD,0,0,0
2020-04-21,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-04-21,Delhi,75,0,180
2020-04-21,Goa,0,0,0
2020-04-21,Gujarat,239,19,8
2020-04-21,Haryana,4,0,6
2020-04-21,Himachal Pradesh,0,0,0
2020-04-21,Jammu and Kashmir,12,0,10
2020-04-21,Jharkhand,0,0,0
2020-04-21,Karnataka,10,1,17
2020-04-21,Kerala,19,0,16
2020-04-21,Ladakh,0,0,0
2020-04-21,Lakshadweep,0,0,0
2020-04-21,Madhya Pradesh,67,4,10
2020-04-21,Maharashtra,552,19,150
2020-04-21,Manipur,0,0,0
2020-04-21,Meghalaya,1,0,0
2020-04-21,Mizoram,0,0,0
2020-04-21,Nagaland,0,0,0
2020-04-21,Odisha,5,0,6
2020-04-21,Puducherry,0,0,0
2020-04-21,Punjab,6,0,11
2020-04-21,Rajasthan,159,1,69
2020-04-21,Sikkim,0,0,0
2020-04-21,State Unassigned,0,0,0
2020-04-21,Tamil Nadu,76,1,178
2020-04-21,Telangana,56,0,8
2020-04-21,Total,1537,53,703
2020-04-21,Tripura,0,0,0
2020-04-21,Uttar Pradesh,153,3,22
2020-04-21,Uttarakhand,0,0,1
2020-04-21,West Bengal,53,3,7
2020-04-22,Andaman and Nicobar Islands,1,0,0
2020-04-22,Andhra Pradesh,56,2,24
2020-04-22,Arunachal Pradesh,0,0,0
2020-04-22,Assam,0,0,0
2020-04-22,Bihar,17,0,0
2020-04-22,Chandigarh,0,0,0
2020-04-22,Chhattisgarh,0,0,3
2020-04-22,DD,0,0,0
2020-04-22,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-04-22,Delhi,92,1,113
2020-04-22,Goa,0,0,0
2020-04-22,Gujarat,229,13,40
2020-04-22,Haryana,9,0,11
2020-04-22,Himachal Pradesh,0,0,0
2020-04-22,Jammu and Kashmir,27,0,11
2020-04-22,Jharkhand,0,0,0
2020-04-22,Karnataka,9,0,2
2020-04-22,Kerala,11,0,1
2020-04-22,Ladakh,0,0,0
2020-04-22,Lakshadweep,0,0,0
2020-04-22,Madhya Pradesh,35,0,4
2020-04-22,Maharashtra,431,18,67
2020-04-22,Manipur,0,0,0
2020-04-22,Meghalaya,0,0,0
2020-04-22,Mizoram,0,0,0
2020-04-22,Nagaland,0,0,0
2020-04-22,Odisha,4,0,2
2020-04-22,Puducherry,0,0,0
2020-04-22,Punjab,27,0,4
2020-04-22,Rajasthan,153,1,70
2020-04-22,Sikkim,0,0,0
2020-04-22,State Unassigned,0,0,0
2020-04-22,Tamil Nadu,33,0,27
2020-04-22,Telangana,15,1,0
2020-04-22,Total,1292,36,394
2020-04-22,Tripura,0,0,0
2020-04-22,Uttar Pradesh,112,0,11
2020-04-22,Uttarakhand,0,0,4
2020-04-22,West Bengal,31,0,0
2020-04-23,Andaman and Nicobar Islands,4,0,0
2020-04-23,Andhra Pradesh,80,3,21
2020-04-23,Arunachal Pradesh,0,0,0
2020-04-23,Assam,1,0,0
2020-04-23,Bihar,27,0,2
2020-04-23,Chandigarh,0,0,0
2020-04-23,Chhattisgarh,0,0,2
2020-04-23,DD,0,0,0
2020-04-23,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-04-23,Delhi,128,2,84
2020-04-23,Goa,0,0,0
2020-04-23,Gujarat,217,9,79
2020-04-23,Haryana,6,0,12
2020-04-23,Himachal Pradesh,1,0,2
2020-04-23,Jammu and Kashmir,27,0,0
2020-04-23,Jharkhand,7,1,4
2020-04-23,Karnataka,18,0,14
2020-04-23,Kerala,10,0,8
2020-04-23,Ladakh,0,0,2
2020-04-23,Lakshadweep,0,0,0
2020-04-23,Madhya Pradesh,100,3,51
2020-04-23,Maharashtra,778,14,51
2020-04-23,Manipur,0,0,0
2020-04-23,Meghalaya,0,0,0
2020-04-23,Mizoram,0,0,0
2020-04-23,Nagaland,0,0,0
2020-04-23,Odisha,6,0,1
2020-04-23,Puducherry,0,0,0
2020-04-23,Punjab,5,1,13
2020-04-23,Rajasthan,76,1,107
2020-04-23,Sikkim,0,0,0
2020-04-23,State Unassigned,0,0,0
2020-04-23,Tamil Nadu,54,2,90
2020-04-23,Telangana,27,1,58
2020-04-23,Total,1667,40,642
2020-04-23,Tripura,0,0,1
2020-04-23,Uttar Pradesh,61,3,33
2020-04-23,Uttarakhand,1,0,1
2020-04-23,West Bengal,33,0,6
2020-04-24,Andaman and Nicobar Islands,7,0,0
2020-04-24,Andhra Pradesh,62,2,4
2020-04-24,Arunachal Pradesh,0,0,0
2020-04-24,Assam,0,0,0
2020-04-24,Bihar,53,0,0
2020-04-24,Chandigarh,0,0,1
2020-04-24,Chhattisgarh,0,0,0
2020-04-24,DD,0,0,0
2020-04-24,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-04-24,Delhi,138,3,49
2020-04-24,Goa,0,0,0
2020-04-24,Gujarat,191,15,7
2020-04-24,Haryana,5,0,16
2020-04-24,Himachal Pradesh,0,0,0
2020-04-24,Jammu and Kashmir,20,0,17
2020-04-24,Jharkhand,6,0,0
2020-04-24,Karnataka,29,1,7
2020-04-24,Kerala,3,1,15
2020-04-24,Ladakh,0,0,0
2020-04-24,Lakshadweep,0,0,0
2020-04-24,Madhya Pradesh,159,9,7
2020-04-24,Maharashtra,390,18,117
2020-04-24,Manipur,0,0,0
2020-04-24,Meghalaya,0,0,0
2020-04-24,Mizoram,0,0,0
2020-04-24,Nagaland,0,0,0
2020-04-24,Odisha,5,0,0
2020-04-24,Puducherry,0,0,0
2020-04-24,Punjab,15,0,4
2020-04-24,Rajasthan,70,4,42
2020-04-24,Sikkim,0,0,0
2020-04-24,State Unassigned,0,0,0
2020-04-24,Tamil Nadu,72,2,114
2020-04-24,Telangana,13,0,39
2020-04-24,Total,1408,59,484
2020-04-24,Tripura,0,0,0
2020-04-24,Uttar Pradesh,111,1,20
2020-04-24,Uttarakhand,1,0,1
2020-04-24,West Bengal,58,3,24
2020-04-25,Andaman and Nicobar Islands,4,0,0
2020-04-25,Andhra Pradesh,61,2,26
2020-04-25,Arunachal Pradesh,0,0,0
2020-04-25,Assam,0,0,0
2020-04-25,Bihar,28,0,1
2020-04-25,Chandigarh,1,0,0
2020-04-25,Chhattisgarh,1,0,2
2020-04-25,DD,0,0,0
2020-04-25,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-04-25,Delhi,111,1,12
2020-04-25,Goa,0,0,0
2020-04-25,Gujarat,256,6,17
2020-04-25,Haryana,12,0,5
2020-04-25,Himachal Pradesh,0,0,4
2020-04-25,Jammu and Kashmir,40,1,3
2020-04-25,Jharkhand,8,0,0
2020-04-25,Karnataka,26,0,6
2020-04-25,Kerala,7,0,7
2020-04-25,Ladakh,2,0,0
2020-04-25,Lakshadweep,0,0,0
2020-04-25,Madhya Pradesh,99,7,71
2020-04-25,Maharashtra,811,22,119
2020-04-25,Manipur,0,0,0
2020-04-25,Meghalaya,0,0,0
2020-04-25,Mizoram,0,0,0
2020-04-25,Nagaland,0,0,0
2020-04-25,Odisha,6,0,1
2020-04-25,Puducherry,1,0,0
2020-04-25,Punjab,10,0,2
2020-04-25,Rajasthan,49,2,20
2020-04-25,Sikkim,0,0,0
2020-04-25,State Unassigned,0,0,0
2020-04-25,Tamil Nadu,66,1,94
2020-04-25,Telangana,7,0,16
2020-04-25,Total,1835,44,442
2020-04-25,Tripura,0,0,0
2020-04-25,Uttar Pradesh,172,2,35
2020-04-25,Uttarakhand,0,0,1
2020-04-25,West Bengal,57,0,0
2020-04-26,Andaman and Nicobar Islands,0,0,0
2020-04-26,Andhra Pradesh,81,0,60
2020-04-26,Arunachal Pradesh,0,0,0
2020-04-26,Assam,0,0,8
2020-04-26,Bihar,26,0,11
2020-04-26,Chandigarh,8,0,2
2020-04-26,Chhattisgarh,0,0,0
2020-04-26,DD,0,0,0
2020-04-26,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-04-26,Delhi,293,0,8
2020-04-26,Goa,0,0,0
2020-04-26,Gujarat,230,18,31
2020-04-26,Haryana,9,0,8
2020-04-26,Himachal Pradesh,0,0,0
2020-04-26,Jammu and Kashmir,29,0,25
2020-04-26,Jharkhand,15,0,5
2020-04-26,Karnataka,3,1,24
2020-04-26,Kerala,11,0,4
2020-04-26,Ladakh,0,0,0
2020-04-26,Lakshadweep,0,0,0
2020-04-26,Madhya Pradesh,145,4,21
2020-04-26,Maharashtra,440,19,112
2020-04-26,Manipur,0,0,0
2020-04-26,Meghalaya,0,0,0
2020-04-26,Mizoram,0,0,0
2020-04-26,Nagaland,0,0,0
2020-04-26,Odisha,3,0,1
2020-04-26,Puducherry,0,0,0
2020-04-26,Punjab,14,1,12
2020-04-26,Rajasthan,102,7,116
2020-04-26,Sikkim,0,0,0
2020-04-26,State Unassigned,0,0,0
2020-04-26,Tamil Nadu,64,1,60
2020-04-26,Telangana,11,0,9
2020-04-26,Total,1607,56,585
2020-04-26,Tripura,0,0,0
2020-04-26,Uttar Pradesh,80,3,66
2020-04-26,Uttarakhand,3,0,0
2020-04-26,West Bengal,40,2,2
2020-04-27,Andaman and Nicobar Islands,0,0,0
2020-04-27,Andhra Pradesh,80,0,4
2020-04-27,Arunachal Pradesh,0,0,0
2020-04-27,Assam,0,0,0
2020-04-27,Bihar,69,0,0
2020-04-27,Chandigarh,9,0,0
2020-04-27,Chhattisgarh,0,0,0
2020-04-27,DD,0,0,0
2020-04-27,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-04-27,Delhi,190,0,0
2020-04-27,Goa,0,0,0
2020-04-27,Gujarat,247,11,81
2020-04-27,Haryana,5,0,14
2020-04-27,Himachal Pradesh,0,0,3
2020-04-27,Jammu and Kashmir,23,1,27
2020-04-27,Jharkhand,21,0,4
2020-04-27,Karnataka,9,1,11
2020-04-27,Kerala,13,0,13
2020-04-27,Ladakh,0,0,0
2020-04-27,Lakshadweep,0,0,0
2020-04-27,Madhya Pradesh,75,7,55
2020-04-27,Maharashtra,522,27,94
2020-04-27,Manipur,0,0,0
2020-04-27,Meghalaya,0,0,0
2020-04-27,Mizoram,0,0,0
2020-04-27,Nagaland,0,0,0
2020-04-27,Odisha,15,0,2
2020-04-27,Puducherry,0,0,1
2020-04-27,Punjab,8,1,14
2020-04-27,Rajasthan,77,9,115
2020-04-27,Sikkim,0,0,0
2020-04-27,State Unassigned,0,0,0
2020-04-27,Tamil Nadu,52,0,54
2020-04-27,Telangana,2,0,16
2020-04-27,Total,1568,58,580
2020-04-27,Tripura,0,0,0
2020-04-27,Uttar Pradesh,113,1,72
2020-04-27,Uttarakhand,0,0,0
2020-04-27,West Bengal,38,0,0
2020-04-28,Andaman and Nicobar Islands,0,0,4
2020-04-28,Andhra Pradesh,82,0,23
2020-04-28,Arunachal Pradesh,0,0,0
2020-04-28,Assam,2,0,0
2020-04-28,Bihar,20,0,8
2020-04-28,Chandigarh,11,0,0
2020-04-28,Chhattisgarh,1,0,2
2020-04-28,DD,0,0,0
2020-04-28,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-04-28,Delhi,206,0,201
2020-04-28,Goa,0,0,0
2020-04-28,Gujarat,226,19,40
2020-04-28,Haryana,7,0,11
2020-04-28,Himachal Pradesh,0,0,0
2020-04-28,Jammu and Kashmir,19,1,12
2020-04-28,Jharkhand,2,0,2
2020-04-28,Karnataka,11,0,14
2020-04-28,Kerala,4,0,4
2020-04-28,Ladakh,2,0,0
2020-04-28,Lakshadweep,0,0,0
2020-04-28,Madhya Pradesh,222,10,16
2020-04-28,Maharashtra,728,31,106
2020-04-28,Manipur,0,0,0
2020-04-28,Meghalaya,0,0,0
2020-04-28,Mizoram,0,0,0
2020-04-28,Nagaland,0,0,0
2020-04-28,Odisha,0,0,1
2020-04-28,Puducherry,0,0,0
2020-04-28,Punjab,12,0,3
2020-04-28,Rajasthan,102,2,26
2020-04-28,Sikkim,0,0,0
2020-04-28,State Unassigned,0,0,0
2020-04-28,Tamil Nadu,121,1,54
2020-04-28,Telangana,6,0,42
2020-04-28,Total,1902,69,636
2020-04-28,Tripura,0,0,0
2020-04-28,Uttar Pradesh,67,3,63
2020-04-28,Uttarakhand,3,0,0
2020-04-28,West Bengal,48,2,4
2020-04-29,Andaman and Nicobar Islands,0,0,0
2020-04-29,Andhra Pradesh,73,0,29
2020-04-29,Arunachal Pradesh,0,0,0
2020-04-29,Assam,0,0,2
2020-04-29,Bihar,37,0,0
2020-04-29,Chandigarh,12,0,0
2020-04-29,Chhattisgarh,0,0,0
2020-04-29,DD,0,0,0
2020-04-29,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-04-29,Delhi,125,2,14
2020-04-29,Goa,0,0,0
2020-04-29,Gujarat,308,16,93
2020-04-29,Haryana,3,0,1
2020-04-29,Himachal Pradesh,0,0,0
2020-04-29,Jammu and Kashmir,16,0,16
2020-04-29,Jharkhand,2,0,0
2020-04-29,Karnataka,12,1,9
2020-04-29,Kerala,10,0,10
2020-04-29,Ladakh,0,0,1
2020-04-29,Lakshadweep,0,0,0
2020-04-29,Madhya Pradesh,173,10,88
2020-04-29,Maharashtra,597,32,205
2020-04-29,Manipur,0,0,0
2020-04-29,Meghalaya,0,0,0
2020-04-29,Mizoram,0,0,0
2020-04-29,Nagaland,0,0,0
2020-04-29,Odisha,7,0,1
2020-04-29,Puducherry,0,0,0
2020-04-29,Punjab,33,0,0
2020-04-29,Rajasthan,76,3,44
2020-04-29,Sikkim,0,0,0
2020-04-29,State Unassigned,0,0,0
2020-04-29,Tamil Nadu,104,2,82
2020-04-29,Telangana,7,0,35
2020-04-29,Total,1705,71,690
2020-04-29,Tripura,0,0,0
2020-04-29,Uttar Pradesh,81,5,48
2020-04-29,Uttarakhand,1,0,2
2020-04-29,West Bengal,28,0,10
2020-04-30,Andaman and Nicobar Islands,0,0,1
2020-04-30,Andhra Pradesh,71,0,34
2020-04-30,Arunachal Pradesh,0,0,0
2020-04-30,Assam,5,0,0
2020-04-30,Bihar,22,0,20
2020-04-30,Chandigarh,6,0,1
2020-04-30,Chhattisgarh,2,0,2
2020-04-30,DD,0,0,0
2020-04-30,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-04-30,Delhi,76,3,2
2020-04-30,Goa,0,0,0
2020-04-30,Gujarat,313,17,86
2020-04-30,Haryana,28,1,10
2020-04-30,Himachal Pradesh,0,0,3
2020-04-30,Jammu and Kashmir,33,0,24
2020-04-30,Jharkhand,3,0,0
2020-04-30,Karnataka,30,1,13
2020-04-30,Kerala,2,0,14
2020-04-30,Ladakh,0,0,0
2020-04-30,Lakshadweep,0,0,0
2020-04-30,Madhya Pradesh,65,7,21
2020-04-30,Maharashtra,583,27,180
2020-04-30,Manipur,0,0,0
2020-04-30,Meghalaya,0,0,0
2020-04-30,Mizoram,0,0,0
2020-04-30,Nagaland,0,0,0
2020-04-30,Odisha,18,0,2
2020-04-30,Puducherry,0,0,0
2020-04-30,Punjab,105,1,3
2020-04-30,Rajasthan,144,3,79
2020-04-30,Sikkim,0,0,0
2020-04-30,State Unassigned,0,0,0
2020-04-30,Tamil Nadu,161,0,48
2020-04-30,Telangana,22,3,33
2020-04-30,Total,1802,75,630
2020-04-30,Tripura,1,0,0
2020-04-30,Uttar Pradesh,77,1,41
2020-04-30,Uttarakhand,2,0,8
2020-04-30,West Bengal,33,11,5
2020-05-01,Andaman and Nicobar Islands,0,0,0
2020-05-01,Andhra Pradesh,60,2,82
2020-05-01,Arunachal Pradesh,0,0,0
2020-05-01,Assam,0,0,4
2020-05-01,Bihar,41,1,14
2020-05-01,Chandigarh,14,0,0
2020-05-01,Chhattisgarh,3,0,0
2020-05-01,DD,0,0,0
2020-05-01,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-05-01,Delhi,223,2,73
2020-05-01,Goa,0,0,0
2020-05-01,Gujarat,326,22,123
2020-05-01,Haryana,18,0,6
2020-05-01,Himachal Pradesh,0,0,2
2020-05-01,Jammu and Kashmir,25,0,31
2020-05-01,Jharkhand,3,0,2
2020-05-01,Karnataka,24,0,22
2020-05-01,Kerala,0,0,9
2020-05-01,Ladakh,0,0,0
2020-05-01,Lakshadweep,0,0,0
2020-05-01,Madhya Pradesh,90,8,42
2020-05-01,Maharashtra,1008,26,106
2020-05-01,Manipur,0,0,0
2020-05-01,Meghalaya,0,0,10
2020-05-01,Mizoram,0,0,0
2020-05-01,Nagaland,0,0,0
2020-05-01,Odisha,11,0,14
2020-05-01,Puducherry,0,0,0
2020-05-01,Punjab,105,0,4
2020-05-01,Rajasthan,82,4,223
2020-05-01,Sikkim,0,0,0
2020-05-01,State Unassigned,0,0,0
2020-05-01,Tamil Nadu,203,1,54
2020-05-01,Telangana,6,0,22
2020-05-01,Total,2396,77,962
2020-05-01,Tripura,0,0,0
2020-05-01,Uttar Pradesh,117,2,103
2020-05-01,Uttarakhand,0,1,1
2020-05-01,West Bengal,37,8,15
2020-05-02,Andaman and Nicobar Islands,0,0,10
2020-05-02,Andhra Pradesh,62,0,38
2020-05-02,Arunachal Pradesh,0,0,0
2020-05-02,Assam,0,0,0
2020-05-02,Bihar,15,1,19
2020-05-02,Chandigarh,6,0,1
2020-05-02,Chhattisgarh,0,0,0
2020-05-02,DD,0,0,0
2020-05-02,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-05-02,Delhi,384,3,89
2020-05-02,Goa,0,0,0
2020-05-02,Gujarat,333,26,160
2020-05-02,Haryana,19,1,1
2020-05-02,Himachal Pradesh,0,0,3
2020-05-02,Jammu and Kashmir,27,0,7
2020-05-02,Jharkhand,2,0,1
2020-05-02,Karnataka,12,3,20
2020-05-02,Kerala,2,0,8
2020-05-02,Ladakh,1,0,0
2020-05-02,Lakshadweep,0,0,0
2020-05-02,Madhya Pradesh,73,6,100
2020-05-02,Maharashtra,790,36,121
2020-05-02,Manipur,0,0,0
2020-05-02,Meghalaya,0,0,0
2020-05-02,Mizoram,0,0,0
2020-05-02,Nagaland,0,0,0
2020-05-02,Odisha,6,0,1
2020-05-02,Puducherry,1,0,0
2020-05-02,Punjab,187,0,4
2020-05-02,Rajasthan,106,6,126
2020-05-02,Sikkim,0,0,0
2020-05-02,State Unassigned,0,0,0
2020-05-02,Tamil Nadu,231,1,29
2020-05-02,Telangana,17,1,35
2020-05-02,Total,2564,92,831
2020-05-02,Tripura,2,0,0
2020-05-02,Uttar Pradesh,159,1,44
2020-05-02,Uttarakhand,2,0,2
2020-05-02,West Bengal,127,7,12
2020-05-03,Andaman and Nicobar Islands,0,0,6
2020-05-03,Andhra Pradesh,58,0,47
2020-05-03,Arunachal Pradesh,0,0,0
2020-05-03,Assam,0,0,0
2020-05-03,Bihar,36,0,7
2020-05-03,Chandigarh,3,1,0
2020-05-03,Chhattisgarh,14,0,0
2020-05-03,DD,0,0,0
2020-05-03,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-05-03,Delhi,427,0,106
2020-05-03,Goa,0,0,0
2020-05-03,Gujarat,374,28,146
2020-05-03,Haryana,66,0,3
2020-05-03,Himachal Pradesh,0,0,1
2020-05-03,Jammu and Kashmir,35,0,33
2020-05-03,Jharkhand,0,0,5
2020-05-03,Karnataka,13,0,22
2020-05-03,Kerala,0,0,1
2020-05-03,Ladakh,19,0,0
2020-05-03,Lakshadweep,0,0,0
2020-05-03,Madhya Pradesh,49,5,174
2020-05-03,Maharashtra,678,27,115
2020-05-03,Manipur,0,0,0
2020-05-03,Meghalaya,0,0,0
2020-05-03,Mizoram,0,0,0
2020-05-03,Nagaland,0,0,0
2020-05-03,Odisha,2,0,4
2020-05-03,Puducherry,0,0,1
2020-05-03,Punjab,330,1,5
2020-05-03,Rajasthan,114,3,114
2020-05-03,Sikkim,0,0,0
2020-05-03,State Unassigned,0,0,0
2020-05-03,Tamil Nadu,266,1,38
2020-05-03,Telangana,21,0,46
2020-05-03,Total,2952,140,911
2020-05-03,Tripura,12,0,0
2020-05-03,Uttar Pradesh,158,0,56
2020-05-03,Uttarakhand,1,0,0
2020-05-03,West Bengal,276,74,-19
2020-05-04,Andaman and Nicobar Islands,0,0,0
2020-05-04,Andhra Pradesh,67,0,36
2020-05-04,Arunachal Pradesh,0,0,0
2020-05-04,Assam,0,0,0
2020-05-04,Bihar,11,0,3
2020-05-04,Chandigarh,5,0,2
2020-05-04,Chhattisgarh,1,0,0
2020-05-04,DD,0,0,0
2020-05-04,Dadra and Nagar Haveli and Daman and Diu,0,0,0
2020-05-04,Delhi,349,0,69
2020-05-04,Goa,0,0,0
2020-05-04,Gujarat,376,29,153
2020-05-04,Haryana,75,1,9
2020-05-04,Himachal Pradesh,1,0,0
2020-05-04,Jammu and Kashmir,25,0,16
2020-05-04,Jharkhand,0,0,0
2020-05-04,Karnataka,37,2,28
2020-05-04,Kerala,0,0,61
2020-05-04,Ladakh,0,0,0
2020-05-04,Lakshadweep,0,0,0
2020-05-04,Madhya Pradesh,105,9,58
2020-05-04,Maharashtra,1567,35,350
2020-05-04,Manipur,0,0,0
2020-05-04,Meghalaya,0,0,0
2020-05-04,Mizoram,0,0,0
2020-05-04,Nagaland,0,0,0
2020-05-04,Odisha,7,0,0
2020-05-04,Puducherry,0,0,0
2020-05-04,Punjab,130,2,11
2020-05-04,Rajasthan,175,6,82
2020-05-04,Sikkim,0,0,0
2020-05-04,State Unassigned,0,0,0
2020-05-04,Tamil Nadu,527,1,30
2020-05-04,Telangana,3,0,40
2020-05-04,Total,3656,103,1082
2020-05-04,Tripura,13,0,0
2020-05-04,Uttar Pradesh,121,7,48
2020-05-04,Uttarakhand,0,0,0
2020-05-04,West Bengal,61,11,86
2020-05-05,Andaman and Nicobar Islands,0,0,0
2020-05-05,Andhra Pradesh,67,1,65
2020-05-05,Arunachal Pradesh,0,0,0
2020-05-05,Assam,2,0,0
2020-05-05,Bihar,7,0,31
2020-05-05,Chandigarh,17,0,0
2020-05-05,Chhattisgarh,1,0,0
2020-05-05,DD,0,0,0
2020-05-05,Dadra and Nagar Haveli and Daman and Diu,1,0,0
2020-05-05,Delhi,206,0,37
2020-05-05,Goa,0,0,0
2020-05-05,Gujarat,441,49,186
2020-05-05,Haryana,31,0,2
2020-05-05,Himachal Pradesh,1,1,0
2020-05-05,Jammu and Kashmir,15,0,17
2020-05-05,Jharkhand,10,0,6
2020-05-05,Karnataka,22,2,10
2020-05-05,Kerala,3,0,0
2020-05-05,Ladakh,0,0,0
2020-05-05,Lakshadweep,0,0,0
2020-05-05,Madhya Pradesh,107,11,144
2020-05-05,Maharashtra,984,34,354
2020-05-05,Manipur,0,0,0
2020-05-05,Meghalaya,0,0,0
2020-05-05,Mizoram,0,0,1
2020-05-05,Nagaland,0,0,0
2020-05-05,Odisha,8,1,0
2020-05-05,Puducherry,0,0,0
2020-05-05,Punjab,219,2,5
2020-05-05,Rajasthan,97,12,87
2020-05-05,Sikkim,0,0,0
2020-05-05,State Unassigned,0,0,0
2020-05-05,Tamil Nadu,508,2,76
2020-05-05,Telangana,11,0,43
2020-05-05,Total,2971,128,1295
2020-05-05,Tripura,13,0,0
2020-05-05,Uttar Pradesh,114,6,185
2020-05-05,Uttarakhand,1,0,0
2020-05-05,West Bengal,85,7,46
2020-05-06,Andaman and Nicobar Islands,0,0,0
2020-05-06,Andhra Pradesh,60,2,140
2020-05-06,Arunachal Pradesh,0,0,0
2020-05-06,Assam,1,0,2
2020-05-06,Bihar,7,0,0
